Sci-Fi	1062.7285714285715	7.466352185476991	0.9152041927328425	
Animation	768.7083333333334	9.215284715284715	0.6455439308583225	
Romance	969.7853107344632	8.333835024518134	0.709373204891374	
Family	1052.2272727272727	9.526337448559671	0.7592574371084654	
Western	1442.1	9.897735072065888	1.0546292233435717	
Thriller	1078.940340909091	7.974027882758041	0.8524157094056228	
Short	189.66666666666666	4.863247863247863	0.7042079207920792	
Biography	965.3333333333334	6.688221709006928	0.7136520453425332	
Adventure	1008.7412587412588	7.419504166238041	0.8393264441651539	
Fantasy	1056.4444444444443	8.799629801018048	0.87025765411194	
History	860.0	8.012422360248447	0.6605222734254992	
War	1061.08	10.032904689863843	0.8337628865979382	
Comedy	899.9290322580645	7.868287454873646	0.6567000456666149	
Horror	1117.097014925373	8.981280374392512	0.9714391402538743	
Film-Noir	1353.0	27.333333333333332	0.8814332247557003	
Music	1033.6	9.36231884057971	0.8765264586160109	
Sport	1170.0	5.109170305676856	0.8478260869565217	
Action	1053.6029411764705	7.250050597045132	0.8493775933609958	
Crime	1074.2953367875648	7.953774742979899	0.7944144737850388	
Drama	996.4879852125694	8.094716136878931	0.7503131524008351	
Musical	996.8571428571429	10.360801781737194	0.7177166366675238	
Mystery	1092.8041237113403	7.924198250728863	0.8438776241312603	
